go_term_qid,go_props_qid,id,go_termLabel
Q21111226,P680,GO:0015039,NADPH-adrenodoxin reductase activity
Q21111252,P680,GO:0070883,pre-miRNA binding
Q21111311,P680,GO:0051747,cytosine C-5 DNA demethylase activity
Q21111335,P680,GO:0004704,NF-kappaB-inducing kinase activity
Q21111337,P680,GO:0004037,allantoicase activity
Q21111340,P680,GO:0046904,calcium oxalate binding
Q21111386,P680,GO:0086060,voltage-gated sodium channel activity involved in AV node cell action potential
Q21111387,P680,GO:0086061,voltage-gated sodium channel activity involved in bundle of His cell action potential
Q21111388,P680,GO:0086062,voltage-gated sodium channel activity involved in Purkinje myocyte action potential
Q21111407,P680,GO:0005133,interferon-gamma receptor binding
Q21111429,P680,GO:0019964,interferon-gamma binding
Q21111489,P680,GO:0004081,bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity
Q21111490,P680,GO:0008803,bis(5'-nucleosyl)-tetraphosphatase (symmetrical) activity
Q21111511,P680,GO:0008373,sialyltransferase activity
Q21111514,P680,GO:0003828,"alpha-N-acetylneuraminate alpha-2,8-sialyltransferase activity"
Q21111532,P680,GO:0004865,protein serine/threonine phosphatase inhibitor activity
Q21111533,P680,GO:0008995,ribonuclease E activity
Q21111536,P680,GO:0036435,K48-linked polyubiquitin modification-dependent protein binding
Q21111544,P680,GO:0042809,vitamin D receptor binding
Q21111552,P680,GO:0015347,sodium-independent organic anion transmembrane transporter activity
Q21111599,P680,GO:0004111,creatine kinase activity
Q21111635,P680,GO:0036139,peptidyl-histidine dioxygenase activity
Q21111636,P680,GO:0036140,peptidyl-asparagine 3-dioxygenase activity
Q21111663,P680,GO:0003858,3-hydroxybutyrate dehydrogenase activity
Q21111686,P680,GO:0004947,bradykinin receptor activity
Q21111714,P680,GO:0008320,protein transmembrane transporter activity
Q21111746,P680,GO:0004329,formate-tetrahydrofolate ligase activity
Q21111747,P680,GO:0004477,methenyltetrahydrofolate cyclohydrolase activity
Q21111748,P680,GO:0004486,methylenetetrahydrofolate dehydrogenase [NAD(P)+] activity
Q21111749,P680,GO:0004487,methylenetetrahydrofolate dehydrogenase (NAD+) activity
Q21111750,P680,GO:0004488,methylenetetrahydrofolate dehydrogenase (NADP+) activity
Q21111779,P680,GO:0009931,calcium-dependent protein serine/threonine kinase activity
Q21111783,P680,GO:0002161,aminoacyl-tRNA editing activity
Q21111784,P680,GO:0004832,valine-tRNA ligase activity
Q21111798,P680,GO:0005427,proton-dependent oligopeptide secondary active transmembrane transporter activity
Q21111807,P680,GO:0004652,polynucleotide adenylyltransferase activity
Q21111864,P680,GO:0001605,adrenomedullin receptor activity
Q21111865,P680,GO:0001635,calcitonin gene-related peptide receptor activity
Q21111872,P680,GO:0060002,plus-end directed microfilament motor activity
Q21111913,P680,GO:0004844,uracil DNA N-glycosylase activity
Q21111915,P680,GO:0035717,chemokine (C-C motif) ligand 7 binding
Q21111974,P680,GO:0002083,4-hydroxybenzoate decaprenyltransferase activity
Q21111975,P680,GO:0047293,4-hydroxybenzoate nonaprenyltransferase activity
Q50352902,P681,GO:0110086,meiotic actomyosin contractile ring
Q50352906,P681,GO:0150034,distal axon
Q50352998,P681,GO:0110092,nucleus leading edge
Q50353000,P681,GO:0110093,nucleus lagging edge
Q50353116,P681,GO:0061993,calcium:proton antiporter complex
Q51228678,P681,GO:0110103,RNA polymerase II termination complex
Q51230305,P681,GO:0120134,proximal portion of axoneme
Q21121871,P680,GO:0004083,bisphosphoglycerate 2-phosphatase activity
Q21121946,P680,GO:0017176,phosphatidylinositol N-acetylglucosaminyltransferase activity
Q21121949,P680,GO:0008194,UDP-glycosyltransferase activity
Q21121959,P680,GO:0004307,ethanolaminephosphotransferase activity
Q21122061,P680,GO:0038191,neuropilin binding
Q21122099,P680,GO:0004756,"selenide, water dikinase activity"
Q21122105,P680,GO:0004758,serine C-palmitoyltransferase activity
Q21122111,P680,GO:0004760,serine-pyruvate transaminase activity
Q21122122,P680,GO:0032029,myosin tail binding
Q21122126,P680,GO:0070224,sulfide:quinone oxidoreductase activity
Q21122157,P680,GO:0004827,proline-tRNA ligase activity
Q21122160,P680,GO:0004818,glutamate-tRNA ligase activity
Q21122162,P680,GO:0004822,isoleucine-tRNA ligase activity
Q21122165,P680,GO:0050561,glutamate-tRNA(Gln) ligase activity
Q21122203,P680,GO:0004802,transketolase activity
Q21122242,P680,GO:0008175,tRNA methyltransferase activity
Q21122286,P680,GO:0048040,UDP-glucuronate decarboxylase activity
Q21122294,P680,GO:0008068,extracellularly glutamate-gated chloride channel activity
Q21122295,P680,GO:0015319,sodium:inorganic phosphate symporter activity
Q21122361,P680,GO:0030060,L-malate dehydrogenase activity
Q21122362,P680,GO:0047860,diiodophenylpyruvate reductase activity
Q21122364,P680,GO:0046554,malate dehydrogenase (NADP+) activity
Q21122381,P680,GO:0005308,creatine transmembrane transporter activity
Q21122388,P680,GO:0003846,2-acylglycerol O-acyltransferase activity
Q21122389,P680,GO:0004144,diacylglycerol O-acyltransferase activity
Q21122394,P680,GO:0015173,aromatic amino acid transmembrane transporter activity
Q21122414,P680,GO:1990595,mast cell secretagogue receptor activity
Q21122419,P680,GO:0008650,rRNA (uridine-2'-O-)-methyltransferase activity
Q21122432,P680,GO:0016499,orexin receptor activity
Q21122439,P680,GO:0031854,orexigenic neuropeptide QRFP receptor binding
Q21122458,P680,GO:0050646,"5-oxo-6E,8Z,11Z,14Z-icosatetraenoic acid binding"
Q21122459,P680,GO:0050647,"5-hydroxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding"
Q21122460,P680,GO:0050648,"5(S)-hydroxyperoxy-6E,8Z,11Z,14Z-icosatetraenoic acid binding"
Q21122477,P680,GO:0005053,peroxisome matrix targeting signal-2 binding
Q21122479,P680,GO:0015230,FAD transmembrane transporter activity
Q21122481,P680,GO:0051724,NAD transmembrane transporter activity
Q21122482,P680,GO:0044610,FMN transmembrane transporter activity
Q21122492,P680,GO:0004958,prostaglandin F receptor activity
Q21122512,P680,GO:0004621,glycosylphosphatidylinositol phospholipase D activity
Q21122603,P680,GO:0004019,adenylosuccinate synthase activity
Q21122607,P680,GO:0016971,flavin-linked sulfhydryl oxidase activity
Q21122614,P680,GO:0003960,NADPH:quinone reductase activity
Q21122651,P680,GO:0008479,queuine tRNA-ribosyltransferase activity
Q21122653,P680,GO:0016603,glutaminyl-peptide cyclotransferase activity
Q21122715,P680,GO:0072590,N-acetyl-L-aspartate-L-glutamate ligase activity
Q21122719,P680,GO:0072591,citrate-L-glutamate ligase activity
Q21122744,P680,GO:0019948,SUMO activating enzyme activity
Q21122751,P680,GO:0015195,L-threonine transmembrane transporter activity
Q21122753,P680,GO:0034590,L-hydroxyproline transmembrane transporter activity
Q21122761,P680,GO:0004145,diamine N-acetyltransferase activity
Q21122787,P680,GO:0035373,chondroitin sulfate proteoglycan binding
Q21122788,P680,GO:0030215,semaphorin receptor binding
Q21122792,P680,GO:0000213,tRNA-intron endonuclease activity
Q21122823,P680,GO:0050031,L-pipecolate oxidase activity
Q21122824,P680,GO:0008115,sarcosine oxidase activity
Q21122867,P680,GO:0052906,tRNA (guanine(37)-N(1))-methyltransferase activity
Q21122870,P680,GO:0016300,tRNA (uracil) methyltransferase activity
Q21122877,P680,GO:0008176,tRNA (guanine-N7-)-methyltransferase activity
Q21122887,P680,GO:0004810,tRNA adenylyltransferase activity
Q21122888,P680,GO:0052927,CTP:tRNA cytidylyltransferase activity
Q21122889,P680,GO:0052928,CTP:3'-cytidine-tRNA cytidylyltransferase activity
Q21122890,P680,GO:0052929,ATP:3'-cytidine-cytidine-tRNA adenylyltransferase activity
Q21122974,P680,GO:0008454,"alpha-1,3-mannosylglycoprotein 4-beta-N-acetylglucosaminyltransferase activity"
Q21122986,P680,GO:0034417,bisphosphoglycerate 3-phosphatase activity
Q21122987,P680,GO:0052826,inositol hexakisphosphate 2-phosphatase activity
Q21123000,P680,GO:0016723,"oxidoreductase activity, acting on metal ions, NAD or NADP as acceptor"
Q21123001,P680,GO:0030586,[methionine synthase] reductase activity
Q21123030,P680,GO:0004309,exopolyphosphatase activity
Q21123051,P680,GO:0015016,[heparan sulfate]-glucosamine N-sulfotransferase activity
Q21123082,P680,GO:0016497,substance K receptor activity
Q21123093,P680,GO:0010736,serum response element binding
Q21123106,P680,GO:0000257,nitrilase activity
Q21123131,P680,GO:0050152,omega-amidase activity
Q21123142,P680,GO:0000703,oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity
Q21123151,P680,GO:0071885,N-terminal protein N-methyltransferase activity
Q21123158,P680,GO:0019103,pyrimidine nucleotide binding
Q21123159,P680,GO:0008252,nucleotidase activity
Q21123163,P680,GO:0008418,protein-N-terminal asparagine amidohydrolase activity
Q21123202,P680,GO:0004613,phosphoenolpyruvate carboxykinase (GTP) activity
Q21123205,P680,GO:0004611,phosphoenolpyruvate carboxykinase activity
Q21123237,P680,GO:0004304,estrone sulfotransferase activity
Q21123240,P680,GO:0048101,"calcium- and calmodulin-regulated 3',5'-cyclic-GMP phosphodiesterase activity"
Q21123243,P680,GO:0004119,cGMP-inhibited cyclic-nucleotide phosphodiesterase activity
Q21123292,P680,GO:0004654,polyribonucleotide nucleotidyltransferase activity
Q21123306,P680,GO:0004733,pyridoxamine-phosphate oxidase activity
Q21123385,P680,GO:0032549,ribonucleoside binding
Q21123398,P680,GO:0052884,"all-trans-retinyl-palmitate hydrolase, 11-cis retinol forming activity"
Q21123399,P680,GO:0052885,"all-trans-retinyl-ester hydrolase, 11-cis retinol forming activity"
Q21123401,P680,GO:0004750,ribulose-phosphate 3-epimerase activity
Q21209297,P680,GO:0004671,protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
Q21209299,P680,GO:0016412,serine O-acyltransferase activity
Q21209309,P680,GO:0004306,ethanolamine-phosphate cytidylyltransferase activity
Q21209312,P680,GO:0033798,thyroxine 5-deiodinase activity
Q21209314,P680,GO:0033897,ribonuclease T2 activity
Q21209321,P680,GO:0050046,delta7-sterol 5(6)-desaturase activity
Q21209322,P680,GO:0052856,NADHX epimerase activity
Q21209323,P680,GO:0052857,NADPHX epimerase activity
Q21209324,P680,GO:0008747,N-acetylneuraminate lyase activity
Q21209325,P680,GO:0017168,5-oxoprolinase (ATP-hydrolyzing) activity
Q21209326,P680,GO:0052731,phosphocholine phosphatase activity
Q21209327,P680,GO:0052732,phosphoethanolamine phosphatase activity
Q21209333,P680,GO:0015926,glucosidase activity
Q21209334,P680,GO:0004573,mannosyl-oligosaccharide glucosidase activity
Q21209339,P680,GO:0050113,inositol oxygenase activity
Q21209345,P680,GO:0050124,N-acylneuraminate-9-phosphatase activity
Q21209348,P680,GO:0004792,thiosulfate sulfurtransferase activity
Q21209350,P680,GO:0016784,3-mercaptopyruvate sulfurtransferase activity
Q21209353,P680,GO:0004163,diphosphomevalonate decarboxylase activity
Q21209354,P680,GO:0003944,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase activity
Q21209357,P680,GO:0050121,N-acylglucosamine 2-epimerase activity
Q21209361,P680,GO:0051786,"all-trans-retinol 13,14-reductase activity"
Q21209362,P680,GO:0009000,selenocysteine lyase activity
Q21209365,P680,GO:0001681,sialate O-acetylesterase activity
Q21210111,P680,GO:0004516,nicotinate phosphoribosyltransferase activity
Q21210175,P680,GO:0097690,iron ion transmembrane transporter inhibitor activity
Q21210202,P680,GO:0047280,nicotinamide phosphoribosyltransferase activity
Q21210298,P680,GO:0033858,N-acetylgalactosamine kinase activity
Q21210428,P680,GO:0017020,myosin phosphatase regulator activity
Q21216502,P680,GO:0004603,phenylethanolamine N-methyltransferase activity
Q21216728,P680,GO:0050333,thiamin-triphosphatase activity
Q21216867,P680,GO:0052894,norspermine:oxygen oxidoreductase activity
Q21216868,P680,GO:0052895,N1-acetylspermine:oxygen oxidoreductase (N1-acetylspermidine-forming) activity
Q21217158,P680,GO:0004513,"neolactotetraosylceramide alpha-2,3-sialyltransferase activity"
Q21217161,P680,GO:0047291,"lactosylceramide alpha-2,3-sialyltransferase activity"
Q21117244,P680,GO:0004798,thymidylate kinase activity
Q21117247,P680,GO:0033862,UMP kinase activity
Q21117254,P680,GO:0004483,mRNA (nucleoside-2'-O-)-methyltransferase activity
Q21117315,P680,GO:0008387,steroid 7-alpha-hydroxylase activity
Q21117316,P680,GO:0033782,24-hydroxycholesterol 7alpha-hydroxylase activity
Q21117350,P680,GO:0042988,X11-like protein binding
Q21117389,P680,GO:0035325,Toll-like receptor binding
Q21117422,P680,GO:0019788,NEDD8 transferase activity
Q21117425,P680,GO:0018169,ribosomal S6-glutamic acid ligase activity
Q21117461,P680,GO:0061578,Lys63-specific deubiquitinase activity
Q21117472,P680,GO:0004814,arginine-tRNA ligase activity
Q21117483,P680,GO:0033989,"3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase activity"
Q21117485,P680,GO:0044594,17-beta-hydroxysteroid dehydrogenase (NAD+) activity
Q21117488,P680,GO:0016229,steroid dehydrogenase activity
Q21117492,P680,GO:0000246,delta24(24-1) sterol reductase activity
Q21117494,P680,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
Q21117501,P680,GO:0016890,"site-specific endodeoxyribonuclease activity, specific for altered base"
Q21117617,P680,GO:0003881,CDP-diacylglycerol-inositol 3-phosphatidyltransferase activity
Q21117625,P680,GO:0015379,potassium:chloride symporter activity
Q21117637,P680,GO:0015187,glycine transmembrane transporter activity
Q21117660,P680,GO:0004594,pantothenate kinase activity
Q21117673,P680,GO:0000293,ferric-chelate reductase activity
Q21117681,P680,GO:0004471,malate dehydrogenase (decarboxylating) (NAD+) activity
Q21117708,P680,GO:0008519,ammonium transmembrane transporter activity
Q21117743,P680,GO:0008746,NAD(P)+ transhydrogenase activity
Q21117978,P680,GO:0008296,3'-5'-exodeoxyribonuclease activity
Q21118005,P680,GO:0017113,dihydropyrimidine dehydrogenase (NADP+) activity
Q21118008,P680,GO:0004157,dihydropyrimidinase activity
Q21118029,P680,GO:0004656,procollagen-proline 4-dioxygenase activity
Q21118032,P680,GO:0051500,D-tyrosyl-tRNA(Tyr) deacylase activity
Q21118042,P680,GO:0034353,RNA pyrophosphohydrolase activity
Q21118086,P680,GO:0047134,protein-disulfide reductase (NAD(P)) activity
Q21118123,P680,GO:0050291,sphingosine N-acyltransferase activity
Q21118147,P680,GO:0030548,acetylcholine receptor regulator activity
Q21118148,P680,GO:0004660,protein farnesyltransferase activity
Q21118149,P680,GO:0004661,protein geranylgeranyltransferase activity
Q21118150,P680,GO:0004662,CAAX-protein geranylgeranyltransferase activity
Q21118163,P680,GO:0031870,thromboxane A2 receptor binding
Q21118170,P680,GO:0004782,sulfinoalanine decarboxylase activity
Q21118171,P680,GO:0004068,aspartate 1-decarboxylase activity
Q21118177,P680,GO:0003867,4-aminobutyrate transaminase activity
Q21118180,P680,GO:0032145,succinate-semialdehyde dehydrogenase binding
Q21118181,P680,GO:0047298,(S)-3-amino-2-methylpropionate transaminase activity
Q21118195,P680,GO:0004133,glycogen debranching enzyme activity
Q21118197,P680,GO:0004134,4-alpha-glucanotransferase activity
Q21118198,P680,GO:0004135,"amylo-alpha-1,6-glucosidase activity"
Q21118205,P680,GO:0016716,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, another compound as one donor, and incorporation of one atom of oxygen"
Q21118222,P680,GO:0008597,calcium-dependent protein serine/threonine phosphatase regulator activity
Q21118242,P680,GO:0017116,single-stranded DNA helicase activity
Q21118261,P680,GO:0035939,microsatellite binding
Q21118279,P680,GO:0019780,FAT10 activating enzyme activity
Q21118282,P680,GO:0004421,hydroxymethylglutaryl-CoA synthase activity
Q21118287,P680,GO:0016309,1-phosphatidylinositol-5-phosphate 4-kinase activity
Q21118290,P680,GO:0043177,organic acid binding
Q21118306,P680,GO:0004419,hydroxymethylglutaryl-CoA lyase activity
Q21118326,P680,GO:0008700,4-hydroxy-2-oxoglutarate aldolase activity
Q21118330,P680,GO:0047988,hydroxyacid-oxoacid transhydrogenase activity
Q21118383,P680,GO:0004614,phosphoglucomutase activity
Q21118385,P680,GO:0008973,phosphopentomutase activity
Q22327502,P681,GO:0098831,presynaptic active zone cytoplasmic component
Q22327505,P681,GO:0098830,presynaptic endosome
Q22327506,P681,GO:1990474,"synaptic vesicle, readily releasable pool"
Q22327507,P681,GO:1990476,"synaptic vesicle, resting pool"
Q22327508,P681,GO:0099522,region of cytosol
Q22327509,P681,GO:0099524,postsynaptic cytosol
Q22327510,P681,GO:0099523,presynaptic cytosol
Q22327511,P681,GO:0099571,postsynaptic cytoskeleton
Q22327512,P681,GO:0098836,cytoskeleton of dendritic spine
Q22327513,P681,GO:0099572,postsynaptic specialization
Q22327515,P681,GO:0097482,muscle cell postsynaptic specialization
Q22327516,P681,GO:0099573,glutamatergic postsynaptic density
Q22327517,P681,GO:0099569,presynaptic cytoskeleton
Q22327518,P681,GO:0098590,plasma membrane region
Q22327520,P681,GO:0098844,postsynaptic endocytic zone membrane
Q22327521,P681,GO:0098839,postsynaptic density membrane
Q22327522,P681,GO:0098835,presynaptic endocytic zone membrane
Q22327523,P681,GO:0036062,presynaptic periactive zone
Q22327524,P681,GO:0097445,presynaptic active zone dense projection
Q22327525,P681,GO:1990780,cytoplasmic side of dendritic spine plasma membrane
Q22327526,P681,GO:0071212,subsynaptic reticulum
Q22327527,P681,GO:1990475,"synaptic vesicle, recycling pool"
Q22327529,P681,GO:1990013,presynaptic grid
Q22327531,P681,GO:0030129,clathrin coat of synaptic vesicle
